29-09-2016,83996
30-09-2016,75487
01-10-2016,83546
02-10-2016,77120
03-10-2016,52467
04-10-2016,69436
05-10-2016,86406
06-10-2016,86523
07-10-2016,82721
08-10-2016,93119
09-10-2016,95067
10-10-2016,110662
11-10-2016,101859
12-10-2016,85307
13-10-2016,75700
14-10-2016,76914
15-10-2016,91057
16-10-2016,101018
17-10-2016,93800
18-10-2016,78692
19-10-2016,58047
20-10-2016,66177
21-10-2016,65457
22-10-2016,77325
23-10-2016,86114
24-10-2016,65487
25-10-2016,62419
26-10-2016,56395
27-10-2016,54697
28-10-2016,61063
29-10-2016,77713
30-10-2016,80527
31-10-2016,85191
01-11-2016,81981
02-11-2016,69317
03-11-2016,72408
04-11-2016,64915
05-11-2016,81657
06-11-2016,78140
07-11-2016,63967
08-11-2016,68953
09-11-2016,64068
10-11-2016,56244
11-11-2016,67862
12-11-2016,80248
13-11-2016,80985
14-11-2016,68007
15-11-2016,57025
16-11-2016,56462
17-11-2016,60747
18-11-2016,62112
19-11-2016,70371
20-11-2016,84047
21-11-2016,67241
22-11-2016,60605
23-11-2016,57157
24-11-2016,66687
25-11-2016,61637
26-11-2016,81047
27-11-2016,90025
28-11-2016,72117
29-11-2016,60807
30-11-2016,55750
01-12-2016,60150
02-12-2016,62377
03-12-2016,78559
04-12-2016,73811
05-12-2016,75577
06-12-2016,60062
07-12-2016,54953
08-12-2016,57185
09-12-2016,63590
10-12-2016,81609
11-12-2016,90067
12-12-2016,71029
13-12-2016,57019
14-12-2016,53934
15-12-2016,49658
16-12-2016,66952
17-12-2016,50630
18-12-2016,78752
19-12-2016,65587
20-12-2016,62949
21-12-2016,61463
22-12-2016,60421
23-12-2016,65842
24-12-2016,77884
25-12-2016,82335
26-12-2016,82577
27-12-2016,80043
28-12-2016,63748
29-12-2016,77360
30-12-2016,64455
31-12-2016,80340
01-01-2017,102862
02-01-2017,56770
03-01-2017,43278
04-01-2017,62387
05-01-2017,61517
06-01-2017,62031
07-01-2017,78469
08-01-2017,92624
09-01-2017,84477
10-01-2017,63737
11-01-2017,61552
12-01-2017,57678
13-01-2017,64117
14-01-2017,84040
15-01-2017,82242
16-01-2017,87077
17-01-2017,74628
18-01-2017,70184
19-01-2017,67357
20-01-2017,63238
21-01-2017,77464
22-01-2017,79137
23-01-2017,73092
24-01-2017,65019
25-01-2017,62717
26-01-2017,75565
27-01-2017,63332
28-01-2017,82437
29-01-2017,77283
30-01-2017,64585
31-01-2017,60227
01-02-2017,58254
02-02-2017,56079
03-02-2017,81599
04-02-2017,78751
05-02-2017,77686
06-02-2017,68970
07-02-2017,65674
08-02-2017,58821
09-02-2017,63487
10-02-2017,66496
11-02-2017,81687
12-02-2017,88299
13-02-2017,71411
14-02-2017,62166
15-02-2017,60449
16-02-2017,62181
17-02-2017,62882
18-02-2017,83037
19-02-2017,87516
20-02-2017,64046
21-02-2017,67007
22-02-2017,63013
23-02-2017,58413
24-02-2017,66206
25-02-2017,88226
26-02-2017,75931
27-02-2017,61977
28-02-2017,62458
01-03-2017,63240
02-03-2017,59427
03-03-2017,60031
04-03-2017,77164
05-03-2017,82347
06-03-2017,60507
07-03-2017,59649
08-03-2017,60567
09-03-2017,63644
10-03-2017,63644
11-03-2017,84475
12-03-2017,88144
13-03-2017,77995
14-03-2017,60667
15-03-2017,61043
16-03-2017,62133
17-03-2017,62133
18-03-2017,85326
19-03-2017,86338
20-03-2017,72400
21-03-2017,67631
22-03-2017,65086
23-03-2017,65240
24-03-2017,63780
25-03-2017,78429
26-03-2017,83964
27-03-2017,68128
28-03-2017,58927
29-03-2017,59677
30-03-2017,68578
31-03-2017,65880
01-04-2017,81553
02-04-2017,87831
03-04-2017,79322
04-04-2017,72841
05-04-2017,59471
06-04-2017,61199
07-04-2017,68032
08-04-2017,93152
09-04-2017,89443
10-04-2017,71847
11-04-2017,68610
12-04-2017,62620
13-04-2017,69917
14-04-2017,80306
15-04-2017,93616
16-04-2017,96027
17-04-2017,78419
18-04-2017,71777
19-04-2017,62745
20-04-2017,66253
21-04-2017,69328
22-04-2017,93057
23-04-2017,93167
24-04-2017,77311
25-04-2017,72285
26-04-2017,70030
27-04-2017,64576
28-04-2017,72337
29-04-2017,90115
30-04-2017,89241
01-05-2017,88367
02-05-2017,82269
03-05-2017,75283
04-05-2017,71691
05-05-2017,75772
06-05-2017,85712
07-05-2017,89237
08-05-2017,78439
09-05-2017,78360
10-05-2017,42548
11-05-2017,77260
12-05-2017,79269
13-05-2017,96027
14-05-2017,97336
15-05-2017,84636
16-05-2017,83677
17-05-2017,73470
18-05-2017,75543
19-05-2017,80363
20-05-2017,101764
21-05-2017,88766
22-05-2017,95647
23-05-2017,89634
24-05-2017,84071
25-05-2017,92137
26-05-2017,84054
27-05-2017,101107
28-05-2017,98610
29-05-2017,96113
30-05-2017,93417
31-05-2017,85137
01-06-2017,84020
02-06-2017,81082
03-06-2017,98945
04-06-2017,100107
05-06-2017,87834
06-06-2017,85491
07-06-2017,78252
08-06-2017,73797
09-06-2017,81347
10-06-2017,96173
11-06-2017,107853
12-06-2017,90347
13-06-2017,86813
14-06-2017,75325
15-06-2017,77223
16-06-2017,72431
17-06-2017,101386
18-06-2017,99487
19-06-2017,81902
20-06-2017,81915
21-06-2017,81902
22-06-2017,82128
23-06-2017,72643
24-06-2017,81012
25-06-2017,96055
26-06-2017,88980
27-06-2017,99116
28-06-2017,79649
29-06-2017,77891
30-06-2017,73877
01-07-2017,89794
02-07-2017,91192
03-07-2017,79032
04-07-2017,76612
05-07-2017,70151
06-07-2017,77067
07-07-2017,66913
08-07-2017,91826
09-07-2017,86177
10-07-2017,73385
11-07-2017,69433
12-07-2017,73418
13-07-2017,96319
14-07-2017,67131
15-07-2017,84679
16-07-2017,83770
17-07-2017,84829
18-07-2017,78194
19-07-2017,72308
20-07-2017,75016
21-07-2017,71573
22-07-2017,84738
23-07-2017,83377
24-07-2017,76225
25-07-2017,70418
26-07-2017,68135
27-07-2017,68135
28-07-2017,70327
29-07-2017,83452
30-07-2017,90682
31-07-2017,79494
01-08-2017,48809
02-08-2017,67749
03-08-2017,71686
04-08-2017,67412
05-08-2017,70891
06-08-2017,82536
07-08-2017,39144
08-08-2017,79382
09-08-2017,69987
10-08-2017,46345
11-08-2017,75845
12-08-2017,93290
13-08-2017,95789
